Work Order Number,Customer Number,Memo (Main),Name,Address,City,State,Zip,FixedTime,Weight,Total Weight NH,OrderDate,Quantity,Total Quantity,EqCode,Open1,Close1,Pattern1,Longitude,Latitude,OrderType,Filler,Shipment Date,Standing Appointment,Seq,County,Rt,Food Pallets, Pet Food Pallets,Chemical Pallets,Delivery Instructions,Total Case Cube,Static Appointment
979295,85457,- None -,ICNA Relief USA - Flushing Food Pantry,4312 Union Street,Queens,NY,11355,30,3526,3526,2/10/2026,,175, ,1230,1630,T,-73.821573,40.754386,Dry,No,2/10/2026,No,4,Queens,11,1.57,0,0,- None -,100.49,No
979296,84456,- None -,Hannah Kosher Food Shabbat Foundation,2102 Avenue T,Brooklyn,NY,11229,30,3494,3494,2/6/2026,,87, ,830,1230,F,-73.950646,40.601759,Cold,No,2/6/2026,No,3,Brooklyn,15,1.88,0,0,driver needs to park in front of Ave. T which is across the street from the program,119.52,No
979297,85085,- None -,The Voices of Hagar,95-18 Northern Blvd,Jackson Heights,NY,11372,30,2256,2256,2/10/2026,,89, ,830,1230,T,-73.872861,40.756866,Dry,Yes,2/10/2026,Yes,3,Queens,10,0.95,0,0,Please don't contact Danette regarding deliveries.  Please do not drive into the parking lot. Deliver through lower level.,61.08,Yes
979298,85085,- None -,The Voices of Hagar,95-18 Northern Blvd,Jackson Heights,NY,11372,30,1501,1501,2/17/2026,,42, ,830,1230,T,-73.872861,40.756866,Cold,Yes,2/17/2026,Yes,2,Queens,14,0.97,0,0,Please don't contact Danette regarding deliveries.  Please do not drive into the parking lot. Deliver through lower level.,62.26,Yes
979299,85083,- None -,Greenpoint Reformed Church,136 Milton Street,Brooklyn,NY,11222,30,659,659,2/10/2026,,32, ,1230,1630,T,-73.955224,40.729376,Dry,Yes,2/10/2026,Yes,6,Brooklyn,7,0.32,0,0,PLEASE 12:00-300PM.  Mike is no longer with the organization.  Emmy 517-643-2998,20.64,Yes
979300,84258,- None -,The River Fund New York,89-11 Lefferts Blvd.,Richmond Hill,NY,11418,30,12381,12381,2/6/2026,,331, ,830,1230,F,-73.829483,40.697101,Cold,Yes,2/6/2026,Yes,1,Queens,65,7.42,0,0,7:30-1pm,472.98,Yes
979301,85083,- None -,Greenpoint Reformed Church,136 Milton Street,Brooklyn,NY,11222,30,558,558,2/10/2026,,16, ,1230,1630,T,-73.955224,40.729376,Cold,Yes,2/10/2026,Yes,6,Brooklyn,7,0.34,0,0,PLEASE 12:00-300PM.  Mike is no longer with the organization.  Emmy 517-643-2998,21.72,Yes
979302,85251,- None -,The River Fund New York  Mobile Outreach,89-11 Lefferts Blvd.,Richmond Hill,NY,11418,30,9233,9233,2/6/2026,,249, ,830,1230,F,-73.829483,40.697101,Cold,Yes,2/6/2026,Yes,1,Queens,65,5.49,0,0,7:30 - 1pm,349.83,Yes
979303,85378,- None -,The River Fund New York  Mobile Outreach,89-11 Lefferts Blvd.,Richmond Hill,NY,11418,30,8542,8542,2/6/2026,,230, ,830,1230,F,-73.829483,40.697101,Cold,Yes,2/6/2026,Yes,1,Queens,65,4.96,0,0,7:30-1pm,315.76,Yes
979304,85479,- None -,ICNA Relief USA Food Pantry,273 Neptune Ave.,Brooklyn,NY,11235,30,3790,3790,2/6/2026,,187, ,1230,1630,F,-73.96342,40.581229,Dry,No,2/6/2026,No,4,Brooklyn,15,1.85,0,0,- None -,119.25,No
979305,85085,- None -,The Voices of Hagar,95-18 Northern Blvd,Jackson Heights,NY,11372,30,1689,1689,2/17/2026,,71, ,830,1230,T,-73.872861,40.756866,Dry,Yes,2/17/2026,Yes,2,Queens,14,0.77,0,0,Please don't contact Danette regarding deliveries.  Please do not drive into the parking lot. Deliver through lower level.,49.11,Yes
979306,81146,- None -,Northeastern Conference Adventist Community Svcs,99-13 Northern Boulevard,Corona,NY,11368,30,1258,1258,2/9/2026,,44, ,830,1230,M,-73.869266,40.75726,Dry,No,2/9/2026,No,3,Queens,7,0.51,0,0,Closed on Fridays.. please call to confirm delivery MON-Thurs,32.32,No
979307,81146,- None -,Northeastern Conference Adventist Community Svcs,99-13 Northern Boulevard,Corona,NY,11368,30,866,866,2/9/2026,,26, ,830,1230,M,-73.869266,40.75726,Cold,No,2/9/2026,No,3,Queens,7,0.49,0,0,Closed on Fridays.. please call to confirm delivery MON-Thurs,31.16,No
979308,87208,- None -,Isaacs Holmes Food Pantry,415 East 93rd Street,New York,NY,10128,30,3027,3027,2/17/2026,,131, ,830,1230,T,-73.945112,40.780904,Dry,No,2/17/2026,No,2,Manhattan,3,1.27,0,0,"Best Delivery Contact: JENNIFER ESTRADA is 347-279-0642_Monday- Wednesday 9am-3pm; Arrive through the FDR  93rd St entrance, as we have ongoing construction in around our location.",81.48,No
979309,84471,- None -,Gospel Assembly Food Pantry,109-14 Farmers Boulevard,Jamaica,NY,11412,30,2066,2066,2/6/2026,,56, ,830,1230,F,-73.766768,40.703842,Cold,Yes,2/6/2026,Yes,2,Queens,23,1.4,0,0,deliveries should only be made Friday 8am - 12pm,89.06,Yes
979310,81061,- None -,Abraham House Inc.,342 Willis Avenue,Bronx,NY,10454,30,1870,1870,2/9/2026,,86, ,1230,1630,M,-73.921237,40.811357,Dry,Yes,2/9/2026,Yes,4,Bronx,2,0.75,0,0,between 10am-2pm.  Italo:646-966-3571,48.32,Yes
979311,81352,- None -,Child Development Support Corp.,352-358 Classon Avenue,Brooklyn,NY,11238,30,3156,3156,2/5/2026,,125, ,830,1230,R,-73.959936,40.688478,Dry,No,2/5/2026,No,1,Brooklyn,7,1.28,0,0,Delivery Mon-WED 10-4pm THURS. 8:30-12:30 PM - Pantry STARTS at 11am,82.14,No
979312,81352,- None -,Child Development Support Corp.,352-358 Classon Avenue,Brooklyn,NY,11238,30,1221,1221,2/5/2026,,35, ,830,1230,R,-73.959936,40.688478,Cold,No,2/5/2026,No,1,Brooklyn,7,0.76,0,0,Delivery Mon-WED 10-4pm THURS. 8:30-12:30 PM - Pantry STARTS at 11am,48.54,No
979313,84193,- None -,Cabrini Immigrant Services,630 ISHAM STREET,New York,NY,10034,30,3958,3958,2/6/2026,,163, ,830,1230,F,-73.920507,40.869267,Dry,Yes,2/6/2026,Yes,3,Manhattan,14,1.59,0,0,"Pallets will go inside the parking lot, in front of the door on the right",101.77,Yes
979314,84193,- None -,Cabrini Immigrant Services,630 ISHAM STREET,New York,NY,10034,30,2985,2985,2/6/2026,,98, ,830,1230,F,-73.920507,40.869267,Cold,Yes,2/6/2026,Yes,3,Manhattan,14,2.03,0,0,"Pallets will go inside the parking lot, in front of the door on the right",130.01,Yes
979315,83382,- None -,Shout For Joy Baptist Church,456 White Plains Rd,Bronx,NY,10473,30,2340,2340,2/6/2026,,80, ,830,1230,F,-73.85658,40.814833,Dry,Yes,2/6/2026,Yes,1,Bronx,4,0.94,0,0,Early morning delivery on Fridays. Preferred first stop,59.84,Yes
979316,85455,- None -,ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY,3101 Eastchester Road,Bronx,NY,10469,30,3356,3356,2/6/2026,,120, ,830,1230,F,-73.843608,40.87139,Dry,No,2/6/2026,No,2,Bronx,17,1.26,0,0,"PLEASE, Deliveries 8:30-12:30",80.6,No
979317,81243,- None -,Bethel Gospel Tabernacle Church,110-25 Guy R Brewer Blvd,Jamaica,NY,11433,30,1234,1234,2/9/2026,,62, ,830,1230,M,-73.788504,40.692828,Cold,No,2/9/2026,No,3,Queens,6,0.68,0,0,"Mon, Tues & Fri 9-2pm Wed 10-2pm  347 393 7514 (Lionel Gordon cell); 917 335  1501 (Currin Wilson cell)",43.38,No
979318,81148,- None -,Bethel Gospel Tabernacle Church,110-25 Guy R Brewer Blvd,Jamaica,NY,11433,30,904,904,2/9/2026,,40, ,830,1230,M,-73.788504,40.692828,Cold,No,2/9/2026,No,3,Queens,6,0.42,0,0,"Mon, Tues & Fri 9-2pm Wed 10-2pm  347 393 7514 (Lionel Gordon cell); 917 335  1501 (Currin Wilson cell)",26.72,No
979319,83382,- None -,Shout For Joy Baptist Church,456 White Plains Rd,Bronx,NY,10473,30,748,748,2/6/2026,,34, ,830,1230,F,-73.85658,40.814833,Cold,Yes,2/6/2026,Yes,1,Bronx,4,0.45,0,0,Early morning delivery on Fridays. Preferred first stop,28.48,Yes
979320,85455,- None -,ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY,3101 Eastchester Road,Bronx,NY,10469,30,1394,1394,2/6/2026,,52, ,830,1230,F,-73.843608,40.87139,Cold,No,2/6/2026,No,2,Bronx,17,0.88,0,0,"PLEASE, Deliveries 8:30-12:30",55.88,No
979321,85719,- None -,ICNA Relief Burke Ave Bronx Pantry,1277-D Burke Ave,Bronx,NY,10469,30,2189,2189,2/6/2026,,113, ,1230,1630,F,-73.849661,40.871348,Dry,No,2/6/2026,No,2,Bronx,11,1.11,0,0,- None -,72,No
979322,85229,- None -,St. Therese of Lisieux RC Church,4410 Avenue D,Brooklyn,NY,11203,30,724,724,2/9/2026,,22, ,830,1230,M,-73.934924,40.641786,Cold,Yes,2/9/2026,Yes,1,Brooklyn,18,0.4,0,0,8:30am - 12:30pm,25.6,Yes
979323,85683,- None -,Community Healthcare Network,2581 Atlantic Avenue,Brooklyn,NY,11207,30,1710,1710,2/10/2026,,83, ,830,1230,T,-73.899041,40.676155,Dry,No,2/10/2026,No,1,Brooklyn,4,0.78,0,0,Agency can accept deliveries between 11am-4pm.,49.63,No
979324,85229,- None -,St. Therese of Lisieux RC Church,4410 Avenue D,Brooklyn,NY,11203,30,1853,1853,2/9/2026,,114, ,830,1230,M,-73.934924,40.641786,Dry,Yes,2/9/2026,Yes,1,Brooklyn,18,1.12,0,0,8:30am - 12:30pm,71.08,Yes
979325,80917,SR-BULK,Hollis Avenue Congregational Church,211-04 Hollis Avenue,Queens Village,NY,11429,30,5590,5590,2/2/2026,,1720, ,830,1230,T,-73.746644,40.709217,Cold,No,2/3/2026,No,1,Queens,31,6.32,0,0,Please deliver only on MondaysNarrow EntryBreakdown,404.2,No
979326,84206,- None -,Sephardic Bikur Holim,425 Kings Highway,Brooklyn,NY,11223,30,450,450,2/9/2026,,17, ,830,1230,M,-73.974308,40.604431,Dry,No,2/9/2026,No,2,Brooklyn,15,0.16,0,0,Monday's preferred,9.96,No
979327,85323,SR-BULK,JITA Community Outreach Center,205-15 Jamaica Avenue,Queens,NY,11423,30,14006,14006,2/2/2026,,1997, ,830,1230,T,-73.787453,40.703572,Cold,No,2/3/2026,No,1,Queens,32,10.63,0,0,Delvieries Tues and Friday morning,679.57,No
979328,85319,- None -,West Harlem Group Assistance,625 Lenox Avenue,New York,NY,10030,30,4450,4450,2/17/2026,,188, ,830,1230,T,-73.937964,40.818089,Dry,No,2/17/2026,No,3,Manhattan,4,1.86,0,0,"Please 2nd - 5th stop, #917-474-7050. Deliveries only bet 9am-5pm on Mon, Tues, Thurs, Fri.",118.18,No
979329,81119,- None -,National Council of Jewish Women,241 West 72nd Street,New York,NY,10023,30,2290,2290,2/5/2026,,160, ,830,1230,R,-73.983105,40.779242,Dry,No,2/5/2026,No,3,Manhattan,3,1.03,0,0,Thursday only 8am-12pm,64.8,No
979330,82716,SR-BULK,Resurrection and Life Pentecostal Church,870 East 163rd Street,Bronx,NY,10459,30,8441,8441,2/2/2026,,1744, ,830,1230,T,-73.899073,40.821759,Cold,No,2/3/2026,No,1,Bronx,33,6.64,0,0,- None -,424.94,No
979331,83658,- None -,Missionary Church of Christ,937 Teller Avenue,Bronx,NY,10451,30,582,582,2/6/2026,,38, ,1230,1630,F,-73.915561,40.82612,Dry,No,2/6/2026,No,1,Bronx,70,0.57,0,0.03,Pallet Break down! ALL DELIVERIES SHOULD BE AFTER 1:30 PM Ring the doorbell at the main entrance then move to the entrance at the far right,38.62,No
979332,85515,- None -,Urban Resource Institute - Harmony House,926 Southern Blvd.,Bronx,NY,10459,30,808,808,2/11/2026,,37, ,1230,1630,W,-73.89229,40.820114,Dry,No,2/11/2026,No,3,Bronx,70,0.36,0,0,930am-430pm,22.21,No
979333,85384,- None -,Hollis Community Christian Church,191-22 Jamaica Avenue,Hollis,NY,11423,30,840,840,2/5/2026,,32, ,830,1230,R,-73.768469,40.712601,Cold,No,2/5/2026,No,3,Queens,23,0.46,0,0,- None -,29.28,No
979334,85515,- None -,Urban Resource Institute - Harmony House,926 Southern Blvd.,Bronx,NY,10459,30,340,340,2/9/2026,,14, ,1230,1630,M,-73.89229,40.820114,Cold,No,2/9/2026,No,3,Bronx,2,0.24,0,0,930am-430pm,15.26,No
979335,83485,- None -,Caribbean American Steelpan Education Center,4301 Avenue D,Brooklyn,NY,11203,30,3250,3250,2/9/2026,,135, ,1230,1630,M,-73.962305,40.649989,Dry,No,2/9/2026,No,2,Brooklyn,18,1.2,0,0.06,Delivery Mon & Thurs first stop.,80.62,No
979336,85699,- None -,Grace & Peace Food Pantry,525 Compton Avenue,Bronx,NY,10473,30,3088,3088,2/6/2026,,112, ,830,1230,F,-73.854709,40.813269,Dry,No,2/6/2026,No,2, ,4,1.17,0,0,- None -,74.88,No
979337,85699,- None -,Grace & Peace Food Pantry,525 Compton Avenue,Bronx,NY,10473,30,704,704,2/6/2026,,66, ,830,1230,F,-73.854709,40.813269,Cold,No,2/6/2026,No,2, ,4,0.48,0,0,- None -,31.39,No
979338,85326,- None -,United Church of Praise Healthy Heart,487 Vanderbilt Avenue,Staten Island,NY,10304,30,1586,1586,2/10/2026,,52, ,1230,1630,T,-74.085612,40.614487,Cold,Yes,2/10/2026,Yes,1,StatenIsland,8,1.03,0,0,Deliveries between 8:30am - 4:30pm,65.72,Yes
979339,85326,- None -,United Church of Praise Healthy Heart,487 Vanderbilt Avenue,Staten Island,NY,10304,30,1384,1384,2/17/2026,,50, ,1230,1630,T,-74.085612,40.614487,Cold,Yes,2/17/2026,Yes,3,StatenIsland,22,0.93,0,0,Deliveries between 8:30am - 4:30pm,58.96,Yes
979340,85276,- None -,Children of the Light International Ministry Inc.,1171 East 95th Street,Brooklyn,NY,11236,30,4112,4112,2/5/2026,,172, ,830,1230,R,-73.901835,40.642131,Dry,No,2/5/2026,No,1,Brooklyn,19,1.55,0,0,Call 15 Mins prior to arrival,99.42,No
979341,85276,- None -,Children of the Light International Ministry Inc.,1171 East 95th Street,Brooklyn,NY,11236,30,2594,2594,2/5/2026,,82, ,830,1230,R,-73.901835,40.642131,Cold,No,2/5/2026,No,1,Brooklyn,19,1.8,0,0,Call 15 Mins prior to arrival,114.68,No
979342,80174,- None -,Thessalonia Baptist Church,941 Rev James A Polite Avenue,Bronx,NY,10459,30,1354,1354,2/9/2026,,55, ,830,1230,M,-73.89895,40.821811,Cold,Yes,2/9/2026,Yes,1,Bronx,1,0.79,0,0,Ring Door Bell - If side door is not open,50.9,Yes
979343,80174,- None -,Thessalonia Baptist Church,941 Rev James A Polite Avenue,Bronx,NY,10459,30,1938,1938,2/9/2026,,89, ,830,1230,M,-73.89895,40.821811,Dry,Yes,2/9/2026,Yes,1,Bronx,1,0.84,0,0,Ring Door Bell - If side door is not open,54.19,Yes
979344,84132,- None -,Richmond Hill SDA Community,114-08 Jamaica Avenue,Richmond Hill,NY,11418,30,1169,1169,2/6/2026,,49, ,830,1230,F,-73.834677,40.698352,Cold,Yes,2/6/2026,Yes,1,Queens,5,0.7,0,0,"On 8/7/2025, Per Agency request, static route changed to Friday mornings",44.66,Yes
979345,84132,- None -,Richmond Hill SDA Community,114-08 Jamaica Avenue,Richmond Hill,NY,11418,30,4479,4479,2/6/2026,,186, ,830,1230,F,-73.834677,40.698352,Dry,Yes,2/6/2026,Yes,1,Queens,5,1.82,0,0,"On 8/7/2025, Per Agency request, static route changed to Friday mornings",117.78,Yes
979346,85340,- None -,Department of Probation NeON Kitchen Brooklyn,345 Adams Street,Brooklyn,NY,11201,30,612,612,2/9/2026,,36, ,830,1230,M,-73.988915,40.6934,Cold,Yes,2/9/2026,Yes,3,Brooklyn,8,0.44,0,0,Freight elevator   6th floor delivery,28.14,Yes
979347,85340,- None -,Department of Probation NeON Kitchen Brooklyn,345 Adams Street,Brooklyn,NY,11201,30,1236,1236,2/9/2026,,60, ,830,1230,M,-73.988915,40.6934,Dry,Yes,2/9/2026,Yes,3,Brooklyn,8,0.56,0,0,Freight elevator   6th floor delivery,35.34,Yes
979348,85344,- None -,Department of Probation NeON Kitchen Bronx,198 East 161st Street,Bronx,NY,10451,30,636,636,2/9/2026,,36, ,830,1230,M,-73.921024,40.826354,Cold,Yes,2/9/2026,Yes,1,Bronx,23,0.44,0,0,STRAIGHT TRUCK DELIVERY ONLY,28.38,Yes
979349,85344,- None -,Department of Probation NeON Kitchen Bronx,198 East 161st Street,Bronx,NY,10451,30,1218,1218,2/9/2026,,60, ,830,1230,M,-73.921024,40.826354,Dry,Yes,2/9/2026,Yes,1,Bronx,23,0.56,0,0,STRAIGHT TRUCK DELIVERY ONLY,35.46,Yes
979350,85341,- None -,Department of Probation NeON Kitchen Queens,162-24 Jamaica Avenue,Jamaica,NY,11432,30,612,612,2/9/2026,,36, ,830,1230,M,-73.797517,40.704394,Cold,Yes,2/9/2026,Yes,1,Queens,22,0.44,0,0,2nd Floor delivery - Entrance on Guy R Brewer Blvd,28.14,Yes
979351,85341,- None -,Department of Probation NeON Kitchen Queens,162-24 Jamaica Avenue,Jamaica,NY,11432,30,1098,1098,2/9/2026,,54, ,830,1230,M,-73.797517,40.704394,Dry,Yes,2/9/2026,Yes,1,Queens,22,0.52,0,0,2nd Floor delivery - Entrance on Guy R Brewer Blvd,33.3,Yes
979352,83567,- None -,"The Harding Ford Vision, Inc.",157-22 Tuskegee Airmen Way,Jamaica,NY,11433,30,4612,4612,2/11/2026,,172, ,830,1230,W,-73.797456,40.698229,Dry,Yes,2/11/2026,Yes,3,Queens,8,1.58,0,0.23,Wednesday Delivery - Preference  6:00am to 10:00am,115.22,Yes
979353,83567,- None -,"The Harding Ford Vision, Inc.",157-22 Tuskegee Airmen Way,Jamaica,NY,11433,30,1394,1394,2/11/2026,,52, ,830,1230,W,-73.797456,40.698229,Cold,Yes,2/11/2026,Yes,3,Queens,8,0.88,0,0,Wednesday Delivery - Preference  6:00am to 10:00am,55.88,Yes
979354,80917,- None -,Hollis Avenue Congregational Church,211-04 Hollis Avenue,Queens Village,NY,11429,30,4381,4381,2/6/2026,,180, ,830,1230,F,-73.746644,40.709217,Dry,Yes,2/6/2026,Yes,2,Queens,7,1.8,0,0.04,Please deliver only on Mondays\Narrow Entry\Breakdown,116.42,Yes
979355,80917,- None -,Hollis Avenue Congregational Church,211-04 Hollis Avenue,Queens Village,NY,11429,30,930,930,2/6/2026,,28, ,830,1230,F,-73.746644,40.709217,Cold,Yes,2/6/2026,Yes,2,Queens,7,0.53,0,0,Please deliver only on Mondays\Narrow Entry\Breakdown,33.6,Yes
979356,85563,- None -,Camp Friendship Food Pantry In Park Slope,339 8TH STREET,Brooklyn,NY,11215,30,3351,3351,2/6/2026,,129, ,830,1230,F,-73.984078,40.66896,Dry,No,2/6/2026,No,3,Brooklyn,8,1.23,0,0.14,**To confirm deliveries please call Lisa Watson at 917-273-0275** Program prefers deliveries during the 830am-4pm time frame.,87.63,No
979357,84504,- None -,Blessed Virgin Mary St. Mary's Winfield,70-31 48th Avenue,Woodside,NY,11377,30,1853,1853,2/11/2026,,58, ,830,1230,W,-73.893797,40.738317,Cold,No,2/11/2026,No,3,Queens,21,1.4,0,0,Straight Trucks Only,89.78,No
979358,84504,- None -,Blessed Virgin Mary St. Mary's Winfield,70-31 48th Avenue,Woodside,NY,11377,30,2304,2304,2/11/2026,,90, ,830,1230,W,-73.893797,40.738317,Dry,No,2/11/2026,No,3,Queens,21,0.95,0,0,Straight Trucks Only,60.75,No
979359,84960,- None -,Hour Children Community Outreach,36-49 11th Street,Long Island City,NY,11106,30,2200,2200,2/17/2026,,75, ,830,1230,T,-73.940382,40.760437,Dry,No,2/17/2026,No,1,Queens,14,0.83,0,0,- None -,54.15,No
979360,84960,- None -,Hour Children Community Outreach,36-49 11th Street,Long Island City,NY,11106,30,1949,1949,2/17/2026,,66, ,830,1230,T,-73.940382,40.760437,Cold,No,2/17/2026,No,1,Queens,14,1.28,0,0,- None -,82.16,No
979361,83616,- None -,Family Life Development Center,1476 Bedford Avenue,Brooklyn,NY,11216,30,1073,1073,2/9/2026,,49, ,830,1230,M,-73.954282,40.672888,Cold,Yes,2/9/2026,Yes,5,Brooklyn,8,0.64,0,0,Delivery should be made only on Mondays between the hours of 10am and 2pm.,41.26,Yes
979362,83616,- None -,Family Life Development Center,1476 Bedford Avenue,Brooklyn,NY,11216,30,1090,1090,2/9/2026,,46, ,830,1230,M,-73.954282,40.672888,Dry,Yes,2/9/2026,Yes,5,Brooklyn,8,0.46,0,0,Delivery should be made only on Mondays between the hours of 10am and 2pm.,29.99,Yes
979363,85448,- None -,Vets Inc,143-17 Springfield Blvd,Springfield Gardens,NY,11413,30,2516,2516,2/18/2026,,98, ,830,1230,W,-73.756857,40.668109,Dry,Yes,2/18/2026,Yes,2,Queens,6,1.07,0,0,- None -,67.86,Yes
979364,81665,- None -,Hope Line,884 E 163rd St,Bronx,NY,10459,30,3570,3570,2/9/2026,,129, ,830,1230,M,-73.898666,40.821045,Dry,Yes,2/9/2026,Yes,3,Bronx,23,1.42,0,0,- None -,89.63,Yes
979365,81665,- None -,Hope Line,884 E 163rd St,Bronx,NY,10459,30,1378,1378,2/9/2026,,46, ,830,1230,M,-73.898666,40.821045,Cold,Yes,2/9/2026,Yes,3,Bronx,23,1.04,0,0,- None -,66.52,Yes
979366,85448,- None -,Vets Inc,143-17 Springfield Blvd,Springfield Gardens,NY,11413,30,2596,2596,2/18/2026,,92, ,830,1230,W,-73.756857,40.668109,Cold,Yes,2/18/2026,Yes,2,Queens,6,1.72,0,0,- None -,109.68,Yes
979367,80421,- None -,Trinity Human Service Corp.,153 A Johnson Avenue,Brooklyn,NY,11206,30,4204,4204,2/9/2026,,156, ,830,1230,M,-73.943947,40.706527,Dry,Yes,2/9/2026,Yes,4,Brooklyn,18,1.72,0,0,Please call this #929-920-6592 if the pantry door is closed,109.44,Yes
979368,80421,- None -,Trinity Human Service Corp.,153 A Johnson Avenue,Brooklyn,NY,11206,30,1858,1858,2/9/2026,,65, ,830,1230,M,-73.943947,40.706527,Cold,Yes,2/9/2026,Yes,4,Brooklyn,18,1.21,0,0,Please call this #929-920-6592 if the pantry door is closed,76.96,Yes
979369,85534,- None -,One Community NYC Inc,Brooklyn Navy Yard - Clinton Ave and Flushing Ave,Brooklyn,NY,11205,30,3596,3596,2/6/2026,,152, ,830,1230,F,-73.9748,40.703949,Dry,No,2/6/2026,No,3,Brooklyn,10,1.27,0,0,We are in Bldg 3 in the Brooklyn Navy Yard. Enter Yard and ask for Bldg 3 at security booth.,80.66,No
979370,85534,- None -,One Community NYC Inc,Brooklyn Navy Yard - Clinton Ave and Flushing Ave,Brooklyn,NY,11205,30,1594,1594,2/6/2026,,56, ,830,1230,F,-73.9748,40.703949,Cold,No,2/6/2026,No,3,Brooklyn,10,0.97,0,0,We are in Bldg 3 in the Brooklyn Navy Yard. Enter Yard and ask for Bldg 3 at security booth.,61.64,No
979371,85022,- None -,Taurus Associates,240-08 135th Avenue,Rosedale,NY,11422,30,2182,2182,2/18/2026,,70, ,830,1230,W,-73.734466,40.672149,Dry,Yes,2/18/2026,Yes,1,Queens,6,0.76,0,0,- None -,48.64,Yes
979372,85022,- None -,Taurus Associates,240-08 135th Avenue,Rosedale,NY,11422,30,1594,1594,2/18/2026,,57, ,830,1230,W,-73.734466,40.672149,Cold,Yes,2/18/2026,Yes,1,Queens,6,1.03,0,0,- None -,65.68,Yes
979373,82119,- None -,Church of God Feeding Hungry,836 Classon Avenue,Brooklyn,NY,11238,30,1009,1009,2/10/2026,,44, ,830,1230,T,-73.960994,40.672378,Cold,Yes,2/10/2026,Yes,3,Brooklyn,18,0.58,0,0,Deliveries should be made at the side door at the Lincoln Place entrance.If the door is closed ring the doorbell or call.,37,Yes
979374,85540,- None -,LifeBridge NY Food Pantry,1895 Flatbush Ave,Brooklyn,NY,11210,30,2844,2844,2/11/2026,,113, ,830,1230,W,-73.937774,40.623491,Dry,No,2/11/2026,No,2,Brooklyn,11,2.25,0,0.06,Ring door bell or call number on door,147.47,No
979375,85540,- None -,LifeBridge NY Food Pantry,1895 Flatbush Ave,Brooklyn,NY,11210,30,1989,1989,2/11/2026,,66, ,830,1230,W,-73.937774,40.623491,Cold,No,2/11/2026,No,2,Brooklyn,11,1.14,0,0,Ring door bell or call number on door,73.44,No
979376,81246,- None -,New York City Love Kitchen Inc.,20 Cumming St,New York,NY,10034,30,3652,3652,2/10/2026,,133, ,830,1230,T,-73.926461,40.866644,Dry,No,2/10/2026,No,3,Manhattan,1,1.42,0,0,"Monday- Friday, 9am-2pm, entrance on corner of 204th Street and 9th avenue",91.26,No
979377,81246,- None -,New York City Love Kitchen Inc.,20 Cumming St,New York,NY,10034,30,2389,2389,2/10/2026,,77, ,830,1230,T,-73.926461,40.866644,Cold,No,2/10/2026,No,3,Manhattan,1,1.63,0,0,"Monday- Friday, 9am-2pm, entrance on corner of 204th Street and 9th avenue",104.62,No
979378,82119,- None -,Church of God Feeding Hungry,836 Classon Avenue,Brooklyn,NY,11238,30,3523,3523,2/10/2026,,128, ,830,1230,T,-73.960994,40.672378,Dry,Yes,2/10/2026,Yes,3,Brooklyn,18,1.72,0,0,Deliveries should be made at the side door at the Lincoln Place entrance.If the door is closed ring the doorbell or call.,110.04,Yes
979379,81272,- None -,Blessed Sacrament Church,198 Euclid Avenue,Brooklyn,NY,11208,30,1686,1686,2/10/2026,,48, ,830,1230,T,-73.874299,40.683835,Dry,No,2/10/2026,No,2,Brooklyn,6,0.52,0,0,Opens at 9AM-2:30pm.  Celeste 718-909-6646,33.92,No
979380,81272,- None -,Blessed Sacrament Church,198 Euclid Avenue,Brooklyn,NY,11208,30,5154,5154,2/10/2026,,146, ,830,1230,T,-73.874299,40.683835,Cold,No,2/10/2026,No,2,Brooklyn,6,3.99,0,0,Opens at 9AM-2:30pm.  Celeste 718-909-6646,254.84,No
979381,82261,- None -,Bushwick United Seniors Inc.,1139 Bushwick Avenue,Brooklyn,NY,11221,30,2005,2005,2/11/2026,,70, ,830,1230,W,-73.91793,40.689389,Dry,Yes,2/11/2026,Yes,1,Brooklyn,20,0.83,0,0,8/6/2024 - SR Change from 12:30 - 4:30 to 8:30 - 12:30.  Pantry starts 12 noon.,52.92,Yes
979382,83485,- None -,Caribbean American Steelpan Education Center,4301 Avenue D,Brooklyn,NY,11203,30,822,822,2/9/2026,,32, ,1230,1630,M,-73.962305,40.649989,Cold,No,2/9/2026,No,2,Brooklyn,18,0.46,0,0,Delivery Mon & Thurs first stop.,29.04,No
979383,81679,- None -,Faces NY Inc.,123 West 115th Street,New York,NY,10026,30,1050,1050,2/11/2026,,59, ,830,1230,W,-73.950964,40.801676,Dry,Yes,2/11/2026,Yes,2,Manhattan,14,0.47,0,0,"9/29/2025, As per Yorjan, SR changed to 8:30-12:30",29.72,Yes
979384,82261,- None -,Bushwick United Seniors Inc.,1139 Bushwick Avenue,Brooklyn,NY,11221,30,3222,3222,2/11/2026,,98, ,830,1230,W,-73.91793,40.689389,Cold,Yes,2/11/2026,Yes,1,Brooklyn,20,2.28,0,0,8/6/2024 - SR Change from 12:30 - 4:30 to 8:30 - 12:30.  Pantry starts 12 noon.,146.08,Yes
979385,80291,- None -,Hebron SDA Church,1256 Dean Street,Brooklyn,NY,11216,30,3472,3472,2/10/2026,,122, ,830,1230,T,-73.947804,40.676753,Dry,No,2/10/2026,No,2,Brooklyn,18,1.32,0,0,please call 917-324-8565 before delivery,84.22,No
