customer_id,customer_name,latitude,longitude,total_pallets_unrounded,total_pallets_rounded,total_orders,address,city_borough,pallets_per_order,day_of_week
27,Customer 027,40.687360434885576,-73.98066195659537,1.96,3,2,2347 Main Street,Brooklyn,0.98,Friday
34,Customer 034,40.768896755175966,-73.95610818925888,1.8,2,1,9213 Main Street,Manhattan,1.8,Friday
79,Customer 079,40.65822719611959,-73.92944076589842,1.76,2,1,7653 Main Street,Brooklyn,1.76,Friday
11,Customer 011,40.652082455862505,-73.92481650340132,1.72,2,1,221 Main Street,Brooklyn,1.72,Friday
75,Customer 075,40.70710965261643,-73.94500754484459,1.64,2,1,7062 Main Street,Manhattan,1.64,Friday
47,Customer 047,40.71773283828544,-73.98411846097412,1.59,3,3,6306 Main Street,Manhattan,0.53,Friday
29,Customer 029,40.853619797063494,-73.90831990645347,1.52,2,1,1622 Main Street,Bronx,1.52,Friday
21,Customer 021,40.68093339365346,-73.94670663597643,1.49,2,1,7935 Main Street,Brooklyn,1.49,Friday
28,Customer 028,40.71519521264396,-73.74349772371512,1.4,3,3,6716 Main Street,Queens,0.47,Friday
78,Customer 078,40.76169824334662,-73.94957140792144,1.37,2,2,6737 Main Street,Manhattan,0.68,Friday
23,Customer 023,40.76091447600587,-73.88181045003793,1.32,2,1,2436 Main Street,Queens,1.32,Friday
22,Customer 022,40.70649711069442,-73.756756602347,1.23,2,2,9066 Main Street,Queens,0.62,Friday
85,Customer 085,40.6758490834141,-73.87795663986044,1.15,2,1,2478 Main Street,Brooklyn,1.15,Friday
36,Customer 036,40.80325822563249,-73.93591692391615,1.03,2,1,5911 Main Street,New York,1.03,Friday
9,Customer 009,40.600009486593315,-73.74405287870175,1.02,2,2,459 Main Street,Queens,0.51,Friday
15,Customer 015,40.82239448550935,-73.91429829435131,1.0,2,2,5140 Main Street,Bronx,0.5,Friday
57,Customer 057,40.81995444568525,-73.89158623543398,0.99,1,1,1517 Main Street,Bronx,0.99,Friday
56,Customer 056,40.7572560717902,-73.91514119505781,0.94,1,1,7970 Main Street,Queens,0.94,Friday
84,Customer 084,40.66480658774192,-73.9572281363883,0.9,1,1,4240 Main Street,Brooklyn,0.9,Friday
2,Customer 002,40.70595191172637,-73.75457110312014,0.82,1,1,7109 Main Street,Queens,0.82,Friday
69,Customer 069,40.68901703882041,-73.80356301377114,0.82,1,1,6478 Main Street,Queens,0.82,Friday
25,Customer 025,40.69835136729073,-73.9158925078441,0.82,1,1,4395 Main Street,Brooklyn,0.82,Friday
60,Customer 060,40.676333247614394,-73.88613509640518,0.81,1,1,7271 Main Street,Brooklyn,0.81,Friday
40,Customer 040,40.76395482312956,-73.91128512522792,0.81,1,1,2176 Main Street,Queens,0.81,Friday
38,Customer 038,40.717842608430665,-73.9892410907712,0.76,1,1,1018 Main Street,Manhattan,0.76,Friday
59,Customer 059,40.67755950741335,-73.91187495774679,0.56,1,1,5950 Main Street,Brooklyn,0.56,Friday
43,Customer 043,40.68152075934443,-73.85443641970784,0.5,1,1,8195 Main Street,Queens,0.5,Friday
