Work Order Number,Customer Number,Memo (Main),Name,Address,City,State,Zip,FixedTime,Weight,Total Weight NH,OrderDate,Quantity,Total Quantity,EqCode,Open1,Close1,Pattern1,Longitude,Latitude,OrderType,Filler,Shipment Date,Standing Appointment,Seq,County,Rt,Food Pallets, Pet Food Pallets,Chemical Pallets,Delivery Instructions,Total Case Cube,Static Appointment
978135,83618,- None -,Shorefront Jewish Comm. Council,128 Brighton Beach Avenue,Brooklyn,NY,11235,30,1120,1120,1/28/2026,,28, ,0830,1230,W,-73.967318,40.576348,Cold,Yes,1/28/2026,Yes,1,Brooklyn,6,0.86,0,0,Deliveries 8:30-12:30pm. No Friday deliveries,54.88,Yes
978136,83618,- None -,Shorefront Jewish Comm. Council,128 Brighton Beach Avenue,Brooklyn,NY,11235,30,2077,2077,1/28/2026,,90, ,0830,1230,W,-73.967318,40.576348,Dry,Yes,1/28/2026,Yes,1,Brooklyn,6,0.74,0,0.01,Deliveries 8:30-12:30pm. No Friday deliveries,48.92,Yes
978137,80903,- None -,Jewish Community Council of the Rockaway Peninsula,1525 Central Avenue,Far Rockaway,NY,11691,30,3913,3913,1/28/2026,,171, ,0830,1230,W,-73.751391,40.605645,Dry,Yes,1/28/2026,Yes,1,Queens,2,1.61,0,0.02,"8:30-12:30pm, no later than 2pm.",103.55,Yes
978138,85186,- None -,"Pathhseo, Inc.",1357 Southern Blvd,Bronx,NY,10459,30,3728,3728,1/28/2026,,150, ,0830,1230,W,-73.891347,40.831336,Dry,Yes,1/28/2026,Yes,3,Bronx,12,1.39,0,0.02,We wish for delivery on Wednesdays 8:30AM to 12:30PM,89.36,Yes
978139,80903,- None -,Jewish Community Council of the Rockaway Peninsula,1525 Central Avenue,Far Rockaway,NY,11691,30,1568,1568,1/28/2026,,52, ,0830,1230,W,-73.751391,40.605645,Cold,Yes,1/28/2026,Yes,1,Queens,2,1.18,0,0,"8:30-12:30pm, no later than 2pm.",75.52,Yes
978140,85186,- None -,"Pathhseo, Inc.",1357 Southern Blvd,Bronx,NY,10459,30,2091,2091,1/28/2026,,67, ,0830,1230,W,-73.891347,40.831336,Cold,Yes,1/28/2026,Yes,3,Bronx,12,1.39,0,0,We wish for delivery on Wednesdays 8:30AM to 12:30PM,89.15,Yes
978147,80182,- None -,"United Bronx Parents, Inc.",603 Prospect Avenue,Bronx,NY,10455,30,2026,2026,1/28/2026,,71, ,0830,1230,W,-73.903962,40.813721,Cold,Yes,1/28/2026,Yes,2,Bronx,20,1.35,0,0,8am-3pm - PD Christian: 347-996-1879,86.45,Yes
978148,85606,- None -,GRANT HOUSE UNITY CORPORATION,2046 FLATBUSH AVENUE,Brooklyn,NY,11234,30,578,578,1/28/2026,,34, ,0830,1230,W,-73.934002,40.619954,Dry,Yes,1/28/2026,Yes,1,Brooklyn,7,0.18,0,0.02,"SR added 5/7/2024: Wednesday's, requests 8:30 - 10:30.. Distribution starts at 11am.  No loading dock.  Truck must have lift gate.  Streetside parking.  Bring curb ramp",12.67,Yes
978149,80182,- None -,"United Bronx Parents, Inc.",603 Prospect Avenue,Bronx,NY,10455,30,248,248,1/28/2026,,18, ,0830,1230,W,-73.903962,40.813721,Dry,Yes,1/28/2026,Yes,2,Bronx,20,0.08,0,0.02,8am-3pm - PD Christian: 347-996-1879,6.32,Yes
978150,85606,- None -,GRANT HOUSE UNITY CORPORATION,2046 FLATBUSH AVENUE,Brooklyn,NY,11234,30,1692,1692,1/28/2026,,86, ,0830,1230,W,-73.934002,40.619954,Cold,Yes,1/28/2026,Yes,1,Brooklyn,7,1.16,0,0,"SR added 5/7/2024: Wednesday's, requests 8:30 - 10:30.. Distribution starts at 11am.  No loading dock.  Truck must have lift gate.  Streetside parking.  Bring curb ramp",73.81,Yes
978152,81319,- None -,United Bronx Parents,787 E 149th Street,Bronx,NY,10455,30,1101,1101,1/28/2026,,32, ,0830,1230,W,-73.906944,40.812801,Cold,Yes,1/28/2026,Yes,3,Bronx,11,0.74,0,0,- None -,47.13,Yes
978153,81319,- None -,United Bronx Parents,787 E 149th Street,Bronx,NY,10455,30,248,248,1/28/2026,,18, ,0830,1230,W,-73.906944,40.812801,Dry,Yes,1/28/2026,Yes,3,Bronx,11,0.08,0,0.02,- None -,6.32,Yes
978160,84081,- None -,Bethel AME Church,215 Beach 77th  Street,Arverne,NY,11692,30,681,681,1/28/2026,,47, ,0830,1230,W,-73.804391,40.588749,Dry,No,1/28/2026,No,3,Queens,2,0.49,0,0.03,Deliveries on Wednesdays only 830am to 2:00pm,32.17,No
978161,84081,- None -,Bethel AME Church,215 Beach 77th  Street,Arverne,NY,11692,30,482,482,1/28/2026,,16, ,0830,1230,W,-73.804391,40.588749,Cold,No,1/28/2026,No,3,Queens,2,0.3,0,0,Deliveries on Wednesdays only 830am to 2:00pm,20.16,No
978166,80343,- None -,Our Lady of Grace Parish,2322 East 4th Street,Brooklyn,NY,11223,30,489,489,1/28/2026,,24, ,0830,1230,W,-73.967036,40.593604,Cold,No,1/28/2026,No,3,Brooklyn,6,0.23,0,0,Ring bell when delivering. Pallet Breakdown.,15.24,No
978169,81742,- None -,CAMBA Food Pantry,21 Snyder Avenue,Brooklyn,NY,11226,30,4557,4557,1/28/2026,,157, ,0830,1230,W,-73.957531,40.648574,Cold,Yes,1/28/2026,Yes,4,Brooklyn,19,3.17,0,0,Deliveries should be made from 9am-3:30,203.35,Yes
978170,81742,- None -,CAMBA Food Pantry,21 Snyder Avenue,Brooklyn,NY,11226,30,5022,5022,1/28/2026,,208, ,0830,1230,W,-73.957531,40.648574,Dry,Yes,1/28/2026,Yes,4,Brooklyn,19,2.44,0,0.02,Deliveries should be made from 9am-3:30,156.16,Yes
978171,83503,- None -,Our Lady of Grace Parish Ministry,2322 East 4th Street,Brooklyn,NY,11223,30,929,929,1/28/2026,,24, ,0830,1230,W,-73.967036,40.593604,Cold,No,1/28/2026,No,3,Brooklyn,6,0.59,0,0,M-F 8-12,38.35,No
978172,82261,- None -,Bushwick United Seniors Inc.,1139 Bushwick Avenue,Brooklyn,NY,11221,30,2549,2549,1/28/2026,,104, ,0830,1230,W,-73.91793,40.689389,Dry,Yes,1/28/2026,Yes,1,Brooklyn,8,0.96,0,0.02,8/6/2024 - SR Change from 12:30 - 4:30 to 8:30 - 12:30.  Pantry starts 12 noon.,61.63,Yes
978173,82261,- None -,Bushwick United Seniors Inc.,1139 Bushwick Avenue,Brooklyn,NY,11221,30,4011,4011,1/28/2026,,136, ,0830,1230,W,-73.91793,40.689389,Cold,Yes,1/28/2026,Yes,1,Brooklyn,8,2.8,0,0,8/6/2024 - SR Change from 12:30 - 4:30 to 8:30 - 12:30.  Pantry starts 12 noon.,179.57,Yes
978174,83503,- None -,Our Lady of Grace Parish Ministry,2322 East 4th Street,Brooklyn,NY,11223,30,874,874,1/28/2026,,52, ,0830,1230,W,-73.967036,40.593604,Dry,No,1/28/2026,No,3,Brooklyn,6,0.3,0,0.01,M-F 8-12,20.4,No
978175,80343,- None -,Our Lady of Grace Parish,2322 East 4th Street,Brooklyn,NY,11223,30,1254,1254,1/28/2026,,66, ,0830,1230,W,-73.967036,40.593604,Dry,No,1/28/2026,No,3,Brooklyn,6,0.48,0,0.01,Ring bell when delivering. Pallet Breakdown.,31.78,No
978176,85200,- None -,Masbia of Flatbush,1372 Coney Island Ave,Brooklyn,NY,11230,30,2540,2540,1/28/2026,,76, ,0830,1230,W,-73.965061,40.624126,Cold,Yes,1/28/2026,Yes,1,Brooklyn,74,1.89,0,0,"Prefers 10;30am-4:30pm. Please confirm with Rep - Can receive orders earlier, if needed. All deliveries go to 1372 Coney Island Ave Brooklyn NY 11230",120.4,Yes
978177,85200,- None -,Masbia of Flatbush,1372 Coney Island Ave,Brooklyn,NY,11230,30,1056,1056,1/28/2026,,52, ,0830,1230,W,-73.965061,40.624126,Dry,Yes,1/28/2026,Yes,1,Brooklyn,74,0.39,0,0,"Prefers 10;30am-4:30pm. Please confirm with Rep - Can receive orders earlier, if needed. All deliveries go to 1372 Coney Island Ave Brooklyn NY 11230",24.9,Yes
978178,85170,- None -,Masbia of Flatbush,1372 Coney Island Ave,Brooklyn,NY,11230,30,2326,2326,1/28/2026,,70, ,0830,1230,W,-73.965061,40.624126,Cold,Yes,1/28/2026,Yes,1,Brooklyn,74,1.72,0,0,"Prefers 10:30am -430pm. If needed, Able to receive earlier.  Please confirm deliveries with Rep.  All deliveries go to 1372 Coney Island Ave Brooklyn NY 11230",110.16,Yes
978179,85170,- None -,Masbia of Flatbush,1372 Coney Island Ave,Brooklyn,NY,11230,30,1430,1430,1/28/2026,,71, ,0830,1230,W,-73.965061,40.624126,Dry,Yes,1/28/2026,Yes,1,Brooklyn,74,0.54,0,0,"Prefers 10:30am -430pm. If needed, Able to receive earlier.  Please confirm deliveries with Rep.  All deliveries go to 1372 Coney Island Ave Brooklyn NY 11230",34.34,Yes
978186,84151,- None -,Gethsemane SDA Church,357 Empire Blvd.,Brooklyn,NY,11225,30,3693,3693,1/28/2026,,116, ,0830,1230,W,-73.950312,40.663955,Cold,No,1/28/2026,No,2,Brooklyn,18,2.32,0,0,"Call Antoine Vaval, Marlene Simpson or Marie Roselaine Rea.",148.42,No
978187,84151,- None -,Gethsemane SDA Church,357 Empire Blvd.,Brooklyn,NY,11225,30,3014,3014,1/28/2026,,125, ,0830,1230,W,-73.950312,40.663955,Dry,No,1/28/2026,No,2,Brooklyn,18,1.09,0,0.02,"Call Antoine Vaval, Marlene Simpson or Marie Roselaine Rea.",70.51,No
978188,84002,- None -,Church of God Inc.,1011 Winthrop Street,Brooklyn,NY,11212,30,2285,2285,1/28/2026,,108, ,0830,1230,W,-73.926,40.660127,Dry,No,1/28/2026,No,3,Brooklyn,19,0.88,0,0.02,- None -,57.42,No
978189,84002,- None -,Church of God Inc.,1011 Winthrop Street,Brooklyn,NY,11212,30,1144,1144,1/28/2026,,54, ,0830,1230,W,-73.926,40.660127,Cold,No,1/28/2026,No,3,Brooklyn,19,0.81,0,0,- None -,51.72,No
978190,85292,- None -,Mana Del Cielo,1700 Weeks Avenue,Bronx,NY,10457,30,5351,5351,1/28/2026,,249, ,0830,1230,W,-73.907572,40.844511,Dry,Yes,1/28/2026,Yes,1,Bronx,23,2.28,0,0.02,Prefers 8:30 - 12:30; able to receive until 3pm if needed.  Deliver to 1700 Weeks Avenue..please call Lourdes 347-224-4769,145.95,Yes
978191,85292,- None -,Mana Del Cielo,1700 Weeks Avenue,Bronx,NY,10457,30,4680,4680,1/28/2026,,180, ,0830,1230,W,-73.907572,40.844511,Cold,Yes,1/28/2026,Yes,1,Bronx,23,3.39,0,0,Prefers 8:30 - 12:30; able to receive until 3pm if needed.  Deliver to 1700 Weeks Avenue..please call Lourdes 347-224-4769,215.73,Yes
978192,84319,- None -,"Manna of Life Ministries, Inc.",1101 Boston Rd.,Bronx,NY,10459,30,2463,2463,1/28/2026,,79, ,0830,1230,W,-73.904759,40.82742,Cold,Yes,1/28/2026,Yes,2,Bronx,1,1.64,0,0,The delivery entrance is on 166th street on the corner of Boston Road,104.62,Yes
978193,84177,- None -,"Manna of Life Ministries, Inc.",1101 Boston rd.,Bronx,NY,10459,30,2226,2226,1/28/2026,,76, ,0830,1230,W,-73.904759,40.82742,Cold,Yes,1/28/2026,Yes,2,Bronx,1,1.5,0,0,The delivery entrance is on 166th street on the corner of Boston Road,95.7,Yes
978194,84319,- None -,"Manna of Life Ministries, Inc.",1101 Boston Rd.,Bronx,NY,10459,30,2094,2094,1/28/2026,,95, ,0830,1230,W,-73.904759,40.82742,Dry,Yes,1/28/2026,Yes,2,Bronx,1,0.79,0,0.02,The delivery entrance is on 166th street on the corner of Boston Road,51.02,Yes
978195,84177,- None -,"Manna of Life Ministries, Inc.",1101 Boston rd.,Bronx,NY,10459,30,2490,2490,1/28/2026,,111, ,0830,1230,W,-73.904759,40.82742,Dry,Yes,1/28/2026,Yes,2,Bronx,1,0.94,0,0.02,The delivery entrance is on 166th street on the corner of Boston Road,60.62,Yes
978198,81412,- None -,St. Stephen Outreach Community,874 Myrtle Avenue,Brooklyn,NY,11206,30,2408,2408,1/28/2026,,103, ,0830,1230,W,-73.947375,40.695579,Dry,Yes,1/28/2026,Yes,1,Brooklyn,17,0.91,0,0.02,8:30 am - 12:30 pm- Requests Stop #1 or #2,59.23,Yes
978199,81412,- None -,St. Stephen Outreach Community,874 Myrtle Avenue,Brooklyn,NY,11206,30,768,768,1/28/2026,,20, ,0830,1230,W,-73.947375,40.695579,Cold,Yes,1/28/2026,Yes,1,Brooklyn,17,0.51,0,0,8:30 am - 12:30 pm- Requests Stop #1 or #2,32.64,Yes
978202,85086,- None -,Metropolitan Council on Jewish Poverty,5361 Preston Court,Brooklyn,NY,11234,30,456,456,1/28/2026,,26, ,0830,1230,W,-73.924857,40.637943,Dry,Yes,1/28/2026,Yes,3,Brooklyn,8,0.14,0,0.02,Met Council warehouse,10,Yes
978203,85583,- None -,Met Council Mobile Pantry,5361 Preston Court,Brooklyn,NY,11234,30,784,784,1/28/2026,,42, ,0830,1230,W,-73.924857,40.637943,Dry,No,1/28/2026,No,3,Brooklyn,8,0.25,0,0.01,MET Council warehouse,17.01,No
978213,85561,- None -,THE TEMPLE OF RESTORATION FOOD PANTRY,18 Herkimer Place,Brooklyn,NY,11216,30,2746,2746,1/28/2026,,146, ,0830,1230,W,-73.951343,40.679036,Dry,No,1/28/2026,No,2,Brooklyn,17,1.22,0,0.07,Enter parking lot on 74 3rd ave. Brooklyn,81.66,No
978214,85561,- None -,THE TEMPLE OF RESTORATION FOOD PANTRY,18 Herkimer Place,Brooklyn,NY,11216,30,1574,1574,1/28/2026,,59, ,0830,1230,W,-73.951343,40.679036,Cold,No,1/28/2026,No,2,Brooklyn,17,1.13,0,0,Enter parking lot on 74 3rd ave. Brooklyn,71.63,No
978218,81741,- None -,Esther Grunblat Center of Central Queens,108-13 67th Road,Forest Hills,NY,11375,30,820,820,1/28/2026,,40, ,0830,1230,W,-73.846891,40.728394,Dry,No,1/28/2026,No,1,Queens,3,0.44,0,0,- None -,28.1,No
978220,81741,- None -,Esther Grunblat Center of Central Queens,108-13 67th Road,Forest Hills,NY,11375,30,440,440,1/28/2026,,11, ,0830,1230,W,-73.846891,40.728394,Cold,No,1/28/2026,No,1,Queens,3,0.34,0,0,- None -,21.56,No
978222,85499,- None -,Mosholu Montefiore Community Center FP,3450 Dekalb Avenue,Bronx,NY,10467,30,3924,3924,1/28/2026,,208, ,0830,1230,W,-73.881226,40.881486,Dry,No,1/28/2026,No,1,Bronx,11,1.73,0,0,Access the parking garage,110.53,No
978227,85484,- None -,Pomonok Food Pantry,67-09 Kissena Blvd.,Kew Gardens,NY,11367,30,1824,1824,1/28/2026,,84, ,0830,1230,W,-73.814726,40.735033,Dry,No,1/28/2026,No,1,Queens,15,0.74,0,0.02,Please contact us upon arrival,48.43,No
978233,85649,- None -,The Lower Eastside Girls Club ,402 East 8th Street,New York,NY,10009,30,960,960,1/28/2026,,50, ,0830,1230,W,-73.976319,40.723802,Dry,No,1/28/2026,No,1,Manhattan,22,0.34,0,0.02,"Please text Kevin at 917-861-2093 or Nicholas (Pantry Coordinator), 201-381-0352 at 646-270-2724",22.36,No
978235,85649,- None -,The Lower Eastside Girls Club ,402 East 8th Street,New York,NY,10009,30,768,768,1/28/2026,,20, ,0830,1230,W,-73.976319,40.723802,Cold,No,1/28/2026,No,1,Manhattan,22,0.51,0,0,"Please text Kevin at 917-861-2093 or Nicholas (Pantry Coordinator), 201-381-0352 at 646-270-2724",32.64,No
978238,85484,- None -,Pomonok Food Pantry,67-09 Kissena Blvd.,Kew Gardens,NY,11367,30,1002,1002,1/28/2026,,26, ,0830,1230,W,-73.814726,40.735033,Cold,No,1/28/2026,No,1,Queens,15,0.71,0,0,Please contact us upon arrival,44.94,No
978243,85402,- None -,PS 19 Q Marino Jeantet,40-10 99th St.,Corona,NY,11368,30,2881,2881,1/28/2026,,153, ,0830,1230,W,-73.867354,40.749381,Dry,No,1/28/2026,No,3,Queens,3,1.43,0,0.01,Can Only Receive Deliveries On Monday’s. Deliveries need to be made around the block from the shipping address.,92.4,No
978246,85402,- None -,PS 19 Q Marino Jeantet,40-10 99th St.,Corona,NY,11368,30,384,384,1/28/2026,,27, ,0830,1230,W,-73.867354,40.749381,Cold,No,1/28/2026,No,3,Queens,3,0.64,0,0,Can Only Receive Deliveries On Monday’s. Deliveries need to be made around the block from the shipping address.,41.31,No
978278,85257,- None -,Original Pentecostal Apostolic Church,3901 Avenue D,Brooklyn,NY,11203,30,1305,1305,1/28/2026,,77, ,0830,1230,W,-73.939775,40.641498,Dry,No,1/28/2026,No,1,Brooklyn,18,0.59,0,0.02,Please call half an hour before delivery,38.11,No
978289,81139,- None -,Park Avenue Synagogue,50 East 87th St.,New York,NY,10128,30,518,518,1/28/2026,,36, ,0830,1230,W,-73.9578,40.781308,Dry,No,1/28/2026,No,5,Manhattan,22,0.21,0,0.02,10am - 4pm - Make confirmation call for all deliveries with Ariel.  Delivery entrance 1197 Madison Ave,13.79,No
978321,85537,- None -,Apna Food Pantry Brighton Beach,225 Neptune Avenue,Brooklyn,NY,11235,30,1316,1316,1/28/2026,,63, ,0830,1230,W,-73.961703,40.581594,Dry,No,1/28/2026,No,2,Brooklyn,6,0.87,0,0.02,- None -,56.38,No
978322,85387,- None -,New York Common Pantry,1290 Hoe Avenue,Bronx,NY,10474,30,7058,7058,1/28/2026,,282, ,0830,1230,W,-73.890495,40.830888,Dry,No,1/28/2026,No,2,Bronx,11,2.46,0,0,- None -,156.34,No
978375,85276,- None -,Children of the Light International Ministry Inc.,1171 East 95th Street,Brooklyn,NY,11236,30,3038,3038,1/28/2026,,130, ,0830,1230,W,-73.901835,40.642131,Dry,No,1/28/2026,No,3,Brooklyn,16,1.32,0,0.02,Call 15 Mins prior to arrival,84.82,No
978376,85276,- None -,Children of the Light International Ministry Inc.,1171 East 95th Street,Brooklyn,NY,11236,30,2368,2368,1/28/2026,,60, ,0830,1230,W,-73.901835,40.642131,Cold,No,1/28/2026,No,3,Brooklyn,16,1.74,0,0,Call 15 Mins prior to arrival,111.04,No
978377,84812,- None -,Full Gospel Assembly,131 Sullivan Place,Brooklyn,NY,11225,30,1802,1802,1/28/2026,,57, ,0830,1230,W,-73.956641,40.66435,Cold,No,1/28/2026,No,3,Brooklyn,7,1.23,0,0,Ring bell at top of the stairs,78.54,No
978378,84812,- None -,Full Gospel Assembly,131 Sullivan Place,Brooklyn,NY,11225,30,1711,1711,1/28/2026,,80, ,0830,1230,W,-73.956641,40.66435,Dry,No,1/28/2026,No,3,Brooklyn,7,0.8,0,0.02,Ring bell at top of the stairs,52.02,No
978484,4027,- None -,Peruvian Civic Center of NY,37-01 Bowne St,Flushing,NY,11354,30,2166,2166,1/28/2026,,1529, ,0830,1230,W,-73.883237,40.755793,Cold,No,1/28/2026,No,1, ,45,18.13,0,0,- None -,1160.26,No
978541,4031,- None -,Fortune Society,502 E 163rd St,Bronx,NY,10451,30,762,762,1/28/2026,,37, ,0830,1230,R,-73.90945,40.824301,Dry,No,1/29/2026,No,1, ,45,0,0,0.48,- None -,30.51,No
978720,85494,SR-BULK,Every Day is a Miracle - Harvest Hand Food Pantry,2626 East Tremont Avenue,Bronx,NY,10561,30,2610,2610,1/28/2026,,1470, ,0830,1230,R,-73.846291,40.842975,Cold,No,1/29/2026,No,1,Bronx,30,3.83,0,0,"Please, 8:30-3:00PM",245.4,No
978765,84103,SR-BULK,International Pentecostal,9202-14 Church Avenue,Brooklyn,NY,11236,30,13666,13666,1/28/2026,,1111, ,0830,1230,R,-73.91836,40.653809,Cold,No,1/29/2026,No,1,Brooklyn,31,9.68,0,0,Wear a mask; wait until we confirm items before leaving; call if running late.,618.6,No
978781,82716,SR-BULK,Resurrection and Life Pentecostal Church,870 East 163rd Street,Bronx,NY,10459,30,9672,9672,1/28/2026,,2154, ,0830,1230,R,-73.899073,40.821759,Cold,No,1/29/2026,No,1,Bronx,32,8.53,0,0,- None -,545.6,No
978786,83956,SR-WAREHOUSE,The Campaign Against Hunger,975 Shepherd Ave,Brooklyn,NY,11208,30,8200,8200,1/28/2026,,235, ,0830,1230,R,-73.874089,40.660966,Cold,No,1/29/2026,No,1,Brooklyn,99,6.54,0,0,Please ring the door bell if the gate is down.,419.2,No
Overall Total,,,,,,,,,"345,877.00","345,877.00",,,,,,,,,,,,,,,,,216.04,0,1.66,,"13,889.87",
